         x         y         z          analitic          solution          pogreshn
  -39.1857    -2.793       -50                 0                 0                 0
   -27.847    -2.793       -50                 0                 0                 0
  -19.7478    -2.793       -50                 0                 0                 0
  -13.9627    -2.793       -50                 0                 0                 0
  -9.83052    -2.793       -50                 0                 0                 0
  -6.87895    -2.793       -50                 0                 0                 0
  -4.77068    -2.793       -50                 0                 0                 0
  -3.26477    -2.793       -50                 0                 0                 0
  -2.18912    -2.793       -50                 0                 0                 0
   -1.4208    -2.793       -50                 0                 0                 0
    -0.872    -2.793       -50                 0                 0                 0
     -0.48    -2.793       -50                 0                 0                 0
      -0.2    -2.793       -50                 0                 0                 0
         0    -2.793       -50                 0                 0                 0
       0.2    -2.793       -50                 0                 0                 0
      0.48    -2.793       -50                 0                 0                 0
     0.872    -2.793       -50                 0                 0                 0
    1.4208    -2.793       -50                 0                 0                 0
   2.18912    -2.793       -50                 0                 0                 0
   3.26477    -2.793       -50                 0                 0                 0
   4.77068    -2.793       -50                 0                 0                 0
   6.87895    -2.793       -50                 0                 0                 0
   9.83052    -2.793       -50                 0                 0                 0
   13.9627    -2.793       -50                 0                 0                 0
   19.7478    -2.793       -50                 0                 0                 0
    27.847    -2.793       -50                 0                 0                 0
   39.1857    -2.793       -50                 0                 0                 0
     55.06    -2.793       -50                 0                 0                 0
    77.284    -2.793       -50                 0                 0                 0
       100    -2.793       -50                 0                 0                 0
      -100     -1.61       -50                 0                 0                 0
   -77.284     -1.61       -50                 0                 0                 0
    -55.06     -1.61       -50                 0                 0                 0
  -39.1857     -1.61       -50                 0                 0                 0
   -27.847     -1.61       -50                 0                 0                 0
  -19.7478     -1.61       -50                 0                 0                 0
  -13.9627     -1.61       -50                 0                 0                 0
  -9.83052     -1.61       -50                 0                 0                 0
  -6.87895     -1.61       -50                 0                 0                 0
  -4.77068     -1.61       -50                 0                 0                 0
  -3.26477     -1.61       -50                 0                 0                 0
  -2.18912     -1.61       -50                 0                 0                 0
   -1.4208     -1.61       -50                 0                 0                 0
    -0.872     -1.61       -50                 0                 0                 0
     -0.48     -1.61       -50                 0                 0                 0
      -0.2     -1.61       -50                 0                 0                 0
         0     -1.61       -50                 0                 0                 0
       0.2     -1.61       -50                 0                 0                 0
      0.48     -1.61       -50                 0                 0                 0
     0.872     -1.61       -50                 0                 0                 0
    1.4208     -1.61       -50                 0                 0                 0
   2.18912     -1.61       -50                 0                 0                 0
   3.26477     -1.61       -50                 0                 0                 0
   4.77068     -1.61       -50                 0                 0                 0
   6.87895     -1.61       -50                 0                 0                 0
   9.83052     -1.61       -50                 0                 0                 0
   13.9627     -1.61       -50                 0                 0                 0
   19.7478     -1.61       -50                 0                 0                 0
    27.847     -1.61       -50                 0                 0                 0
   39.1857     -1.61       -50                 0                 0                 0
     55.06     -1.61       -50                 0                 0                 0
    77.284     -1.61       -50                 0                 0                 0
       100     -1.61       -50                 0                 0                 0
      -100      -0.7       -50                 0                 0                 0
   -77.284      -0.7       -50                 0                 0                 0
    -55.06      -0.7       -50                 0                 0                 0
  -39.1857      -0.7       -50                 0                 0                 0
   -27.847      -0.7       -50                 0                 0                 0
  -19.7478      -0.7       -50                 0                 0                 0
  -13.9627      -0.7       -50                 0                 0                 0
  -9.83052      -0.7       -50                 0                 0                 0
  -6.87895      -0.7       -50                 0                 0                 0
  -4.77068      -0.7       -50                 0                 0                 0
  -3.26477      -0.7       -50                 0                 0                 0
  -2.18912      -0.7       -50                 0                 0                 0
   -1.4208      -0.7       -50                 0                 0                 0
    -0.872      -0.7       -50                 0                 0                 0
     -0.48      -0.7       -50                 0                 0                 0
      -0.2      -0.7       -50                 0                 0                 0
         0      -0.7       -50                 0                 0                 0
       0.2      -0.7       -50                 0                 0                 0
      0.48      -0.7       -50                 0                 0                 0
